Chapter,Type,Number,Character,Pinyin,German
1,lek,,阿姨,ā yí,(N) Tante [Schwester der Mutter]
1,lek,2,報導,bào dǎo,"(N) Bericht, Reportage; berichten, bringen,senden [Fernsehen, Rundfunk]"
1,lek,3,保護,bǎo hù,"(TV, 1) schützen, erhalten; (N) Schutz, Fürsorge"
1,lek,4,變,biàn,"(IV) sich verändern, sich wandeln"
1,lek,,比方,bǐ fang,(N) Beispiel
1,lek,,比方說,bǐ fang shuō,"(TV, 1) zum Beispiel, als Beispiel ..."
1,lek,7,比什麼都…,bǐ shén me dōu…,(Komp.) als alles andere
1,lek,,不但,bú dàn,(Adv.) nicht nur
1,lek,9,不如,bù rú,"(TV, 1) schlechter als, nicht so gut sein wie"
1,lek,10,不像,bú xiàng,"(TV, 1) nicht so sein wie, unähnlich sein"
1,lek,,不只,bù zhǐ,(Adv) nicht nur
1,lek,12,參加,cān jiā,"(TV, 1) teilnehmen an, kommen zu"
1,lek,13,出生,chū shēng,(N) Geburt; (IV) zur Welt kommen
1,lek,14,出生率,chū shēng lǜ,(N) Geburtenrate
1,lek,15,出走,chū zǒu,"(IV) [von zu Hause] davonlaufen, abhauen"
1,lek,16,單身,dān shēn,"(N) Single, nicht verheiratet"
1,lek,17,電視,diàn shì,"(N) Fernsehprogramm, Fernsehen"
1,lek,18,釣竿,diào gān,(N) Angelrute
1,lek,19,對…來說,duì…lái shuō,"(CV) bezüglich, was zu ... zu sagen wäre"
1,lek,20,獨立,dú lì,"(Adv) unabhängig, selbständig"
1,lek,21,獨生女,dú shēng nǚ,(N) Einzelkind [Mädchen]
1,lek,22,獨子,dú zǐ,"(N) Sohn als Einzelkind, einziger Sohn"
1,lek,23,兒子,ér zi,(N) Sohn
1,lek,24,父母(親),fù mǔ(qīn),(N) Eltern
1,lek,25,婦女,fù nǚ,"(N) Frau, Frauen-"
1,lek,26,改變,gǎi biàn,"(TV, 1) verändern, verbessern; (N) Veränderung, Fortschritt"
1,lek,27,感情,gǎn qíng,"(N) Emotion, Gefühle"
1,lek,28,根,gēn,(N) Wurzel (Pflanzen)
1,lek,29,顧,gù,"(TV, 1) sich kümmern um, sorgen für"
1,lek,30,姑姑,gū gu,(N) Tante [Schwester des Vaters]
1,lek,31,花費,huā fèi,"(N) Kosten, Unterhalt"
1,lek,32,話題,huà tí,(N) Gesprächsthema
1,lek,33,減少,jiǎn shǎo,"(TV) abnehmen, weniger werden; (TV, 1) vermindern"
1,lek,34,家事,jiā shì,"(N) Familienangelegenheiten, Familienpflichten"
1,lek,35,家庭教育,jiā tíng jiào yù,"(N) Erziehung in der Familie, häusliche Erziehung durch die Eltern"
1,lek,36,結婚,jié hūn,(VO) heiraten
1,lek,37,解決,jiě jué,"(TV, 1) lösen, zu einem Ende bringen"
1,lek,38,接受,jiē shòu,"(TV, 1) annehmen; erhalten, bekommen"
1,lek,39,舅舅,jiù jiu,(N) Onkel [Bruder der Mutter]
1,lek,40,考試主義,kǎo shì zhǔ yì,"(N) Prüfungswahnsinn, Notenterror"
1,lek,41,恐怕,kǒng pà,"(Adv.) vermutlich, leider, wie zu erwarten"
1,lek,42,老大,lǎo dà,(N) der Älteste [in der Reihe der Geschwister]
1,lek,43,老么,lǎo yāo,"(N) der Kleinste, der Jüngste [in der Familie]"
1,lek,44,離家出走,lí jiā chū zǒu,"(VO) die Familie verlassen, sich von der Familie trennen, von zu Hause abhauen"
1,lek,45,禮物,lǐ wù,(N) Geschenk
1,lek,46,嘛,ma,(Part.) Ausdruck der Überzeugung
1,lek,47,沒想到,méi xiǎng dào,"(Adv) wer hätte gedacht, dass..., unerwartet"
1,lek,48,母難日,mǔ nàn rì,(N) „Tag der schweren Mutterstunde“ Bezeichnung für den eigenen Geburtstag
1,lek,49,女朋友,nǚ péng you,"(N) Freundin, Girlfriend, Beziehung"
1,lek,50,情況,qíng kuàng,"(N) Umstände, Situation, Lage"
1,lek,51,缺少,quē shǎo,"(TV, 1) fehlen an"
1,lek,52,日子,rì zi,"(N) die eigenen Tage, Zeit, Leben"
1,lek,53,少子化,shǎo zǐ huà,"(N) Abnahme der Kinder in Familien, Tendenz zu immer weniger Kindern"
1,lek,54,社會,shè huì,(N) Gesellschaft
1,lek,55,深,shēn,"(SV) tief, fest"
1,lek,56,聖誕節,shèng dàn jié,(N) Weihnachten
1,lek,57,生活,shēng huó,"(N) Leben; (IV) weiterleben, fortbestehen"
1,lek,58,受到,shòu dào,"(TV, 1) bekommen"
1,lek,5,俗語,sú yǔ,"(N) Sprichwort, Bauernregel (oft mit Reim)"
1,lek,,退休,tuì xiū,(IV) in Rente gehen
1,lek,6,外甥,wài shēng,(N) Neffe [Sohn der Schwester]
1,lek,2,現象,xiàn xiàng,"(N) Phänomen, Erscheinung, Bild"
1,lek,63,習慣,xí guàn,"(TV, 1) sich gewöhnen an, gewohnt sein zu; (N) Angewohnheit, Routine"
1,lek,,新聞 (Met: 則),xīnwén (Met: zé),"(N) Nachricht, Meldung, Nachrichtensendung"
1,lek,,兄弟姊妹,xiōng dì jiě mèi/xiōng dì zǐ mèi,(N) Geschwister
1,lek,,希望,xī wàng,"(TV, 1) hoffen, erwarten; (N) Hoffnung"
1,lek,67,許多,xǔ duō,(Pron.) viele
1,lek,,學習,xué xí,"(TV, 1) lernen; (N) Wissen, Gelerntes"
1,lek,,訓練,xùn liàn,"(TV, 1) antrainieren, beibringen"
1,lek,7,壓力,yā lì,"(N) Druck, Stress"
1,lek,71,養成,yǎng chéng,"(TV, 1) sich angewöhnen, kultivieren"
1,lek,72,嚴肅,yán sù,"(SV) streng, ernsthaft"
1,lek,73,依賴,yī lài,"(TV, 1) sich stützen auf, angewiesen sein auf"
1,lek,74,影響,yǐng xiǎng,(N) Einfluss
1,lek,78,有的,yǒu de,"(Pron.) einige, manche"
1,lek,6,越來越…,yuè lái yuè…,(Adv.) immer mehr
1,lek,77,造成,zào chéng,"(TV, 1) produzieren, verursachen, resultieren in"
1,lek,78,糟糕,zāo gāo,"(SV) Mist, Unsinn; danebengegangen"
1,lek,,則,zé,(Met) für Nachrichtenmeldungen
1,lek,,怎麼,zěn me,(Adv) wie?
1,lek,81,站,zhàn,"(TV, 1) sich hinstellen, sich aufbauen"
1,lek,,長大,zhǎng dà,"(IV) groß werden, aufwachsen"
1,lek,,照顧,zhào gu,"(TV, 1) sich kümmern um, erziehen"
1,lek,,著,zhe,(B) Aspektmarker zum Ausdruck des Durativs und Imperativs
1,lek,,只是,zhǐ shì,"(Adv) nur, bloß, lediglich"
1,lek,,職業婦女,zhí yè fù nǚ,"(N) berufstätige Frau, Geschäftsfrau"
1,lek,,賺錢,zhuàn qián,(VO) Geld verdienen
1,üb,1,重組,chóng zǔ,"(TV, 1) rearrangieren, neu bilden"
1,üb,2,廚房,chú fáng,(N) Küche
1,üb,3,廚師,chú shī,"(N) Koch, Köchin"
1,üb,4,大部分,dà bù fen,"(N) Großteil, Majorität;(Adv) meistens, größtenteils"
1,üb,5,獨生子女,dú shēng zǐ nǚ,(N) Einzelkinder (Jungen und Mädchen)
1,üb,6,煩,fán,"(SV) schlecht gelaunt, ärgerlich"
1,üb,7,跟屁蟲,gēn pì chóng,"(N) lästiges Insekt, das sich einem dauernd auf den Hintern setzt: metaphorisch für lästige Personen bzw. Schmeichler, Arschkriecher, Stiefellecker"
1,üb,8,功夫,gōng fu,"(N) Zeit und Mühe, Energie; Kungfu [Sportart]"
1,üb,9,關,guān,"(TV, 1) verschließen, zumachen, ausmachen"
1,üb,10,孤單,gū dān,"(SV) alleingelassen, vereinsamt"
1,üb,11,腳踏車,jiǎo tà chē,(N) Fahrrad
1,üb,12,記住,jì zhu,"(TV,1) sich merken, sich einprägen"
1,üb,13,來自,lái zì,"(TV, 1) sich herleiten von"
1,üb,14,亮,liàng,"(SV) hell, klar, glänzend"
1,üb,15,留在,liú zài,"(TV, 1) zurückbleiben, verweilen"
1,üb,16,留在家裏,liú zài jiā lǐ,(VO) zu Hause bleiben
1,üb,17,情境,qíng jìng,"(N) Situation, Ausgangspunkt, Lage"
1,üb,18,求,qiú,"(TV, 2) jemand um etwas bitten"
1,üb,19,雙薪家庭,shuāng xīn jiā tíng,(N) Doppelverdienerhaushalt
1,üb,20,熟語,shú yǔ,"(N) feste Redewendung, Idiom"
1,üb,21,歲,suì,(N) Lebensjahr
1,üb,22,天氣,tiān qì,(N) Wetter
1,üb,23,屋子,wū zi,"(N) Zimmer, Raum"
1,üb,24,想法,xiǎng fǎ,"(N) Denkweise, Vorstellung; Einfall, Idee"
1,üb,25,想念,xiǎng niàn,"(TV, 1) denken müssen an, vermissen"
1,üb,26,小孩,xiǎo hái,(N) Kind
1,üb,27,寫法,xiě fǎ,"(N) Schreibweise, Schreibstil, Handschrift"
1,üb,28,與其,yǔ qí,"(Konj) anstatt, an Stelle von, besser als ..."
1,üb,29,站在,zhàn zài,"(TV, 1) sich hinstellen; stehenbleiben an"
1,üb,30,子女,zǐ nǚ,"(N) Söhne und Töchter, Kinder"
1,üb,31,做菜,zuò cài,"(VO) kochen, Essen machen"
1,zu,1,擺,bǎi ,"(TV, 1) aufstellen, anordnen, arrangieren"
1,zu,2,擺碗筷,bǎi wǎn kuài,(VO) Tisch decken
1,zu,3,伯伯,bó bo,(N) Onkel [älterer Bruder des Vaters]
1,zu,4,擦,cā,"(TV, 1) wischen, schrubben, rubbeln, einreiben"
1,zu,,擦地板,cā dì bǎn,(VO) Boden wischen
1,zu,,草,cǎo,(N) Gras; Konzept
1,zu,,地板,dì bǎn,"(N) Dielen, Bodenbretter, Fußboden"
1,zu,8,弟妹,dì mèi,(N) jüngere Geschwister
1,zu,9,地毯,dì tǎn,(N) Teppich
1,zu,10,縫,féng,"(TV, 1) nähen, steppen; flicken"
1,zu,11,縫衣服,féng yī fú,"(VO) Kleidung ausbessern, flicken"
1,zu,12,割,gē,"(TV, 1) schneiden, abschneiden"
1,zu,13,割草,gē cǎo,(VO) Rasen mähen
1,zu,14,澆,jiāo,"(TV, 1) gießen, bewässern"
1,zu,15,澆花,jiāo huā,(VO) Blumen gießen
1,zu,16,晾,liàng,"(TV, 1) an der Luft trocknen lassen"
1,zu,17,晾衣服,liàng yī fú,(VO) Wäsche aufhängen
1,zu,18,馬桶,mǎ tǒng,"(N) Toilette, Klo"
1,zu,19,親戚,qīn qī,(N) eigene und angeheiratete Verwandte
1,zu,20,掃,sǎo,"(TV, 1) fegen, kehren"
1,zu,21,掃地,sǎo dì,"(VO) Boden fegen, auskehren"
1,zu,22,刷馬桶,shuā mǎ tǒng,(VO) Klo putzen
1,zu,23,數,shù,"(N) Zahl, Ziffer"
1,zu,24,叔叔,shū shu,"(N) Onkel, jüngerer Bruder des Vaters"
1,zu,25,姥爺/ 外公,lǎo ye/ wài gōng,(N) Großvater mütterlicherseits
1,zu,26,姥佬/ 外婆,lǎo lǎo/ wài pó,(N) Großmutter mütterlicherseits
1,zu,27,碗筷,wǎn kuài,(N) Schüsseln und Stäbchen; Geschirr und Besteck
1,zu,28,吸,xī,"(TV, 1) einatmen, saugen, absorbieren"
1,zu,29,吸地毯,xī dì tǎn,(VO) Staub saugen
1,zu,30,鞋子,xié zi,(N) Schuhe
1,zu,31,西方,xī fāng,(N) Westen
1,zu,32,洗碗,xǐ wǎn,"(VO) Geschirr spülen, abwaschen"
1,zu,33,爺爺,yé ye,"(N) Großvater väterlicherseits, Opa"
1,zu,34,整理,zhěng lǐ,"(TV, 1) aufräumen, Ordnung schaffen in"
1,zu,35,整理鞋子,zhěng lǐ xié zi,(VO) Schuhe verräumen
2,lek,1,擺攤位,bǎi tān wèi,(VO) einen Informations- oder Verkaufsstand aufbauen
2,lek,2,半天,bàn tiān,"(N) „halber Tag“: mehr oder weniger langer
Zeitraum, fünf Minuten, stundenlang"
2,lek,3,半夜,bàn yè,"(N) tiefe Nacht, Mitternacht"
2,lek,4,包括,bāo kuò,"(TV, 1) umfassen, einschließen"
2,lek,5,表示,biǎo shì,"(TV, 1) verlautbaren, erklären"
2,lek,6,表演,biǎo yǎn,"(TV, 1) aufführen, vorstellen; (N) Vorstellung"
2,lek,7,並且,bìng qiě,"(Konj) außerdem noch, dazu noch"
2,lek,8,必修,bì xiū,"(N) obligatorisch, vorgeschrieben"
2,lek,9,補,bǔ,"(TV, 1) hinzufügen, ausbessern, dazu nehmen"
2,lek,10,成立,chéng lì,"(TV, 1) eröffnen, begründen, einrichten"
2,lek,11,出來,chū lái,(IV) herauskommen
2,lek,12,出現,chū xiàn,"(IV) erscheinen, sich zeigen"
2,lek,13,達到,dá dào,"(TV, 1) erreichen, ankommen"
2,lek,14,隊,duì,"(N) Reihe; Team, Mannschaft; Armeetruppe"
2,lek,15,對… 有興趣,duì… yǒu xìng qù,"(TV, 1) sich interessieren für"
2,lek,16,煩惱,fán nǎo,"(N) Ärger, Umstände, Kümmernisse"
2,lek,17,分,fēn,"(TV, 1) teilen; (N) Teil"
2,lek,18,分爲,fēnwéi,"(TV, 1) geteilt durch"
2,lek,19,改善,gǎi shàn,"(TV, 1) verbessern"
2,lek,20,剛好,gāng hǎo,"(SV) gerade passend, gelegen"
2,lek,21,各種各樣,gè zhǒng gè yàng,"(SV) alle möglichen Sorten von, alle Varietäten"
2,lek,22,公立,gōng lì,"(B, Präfix) öffentlich, staatlich"
2,lek,23,規定,guī dìng,"(N) Vorschrift, Regel"
2,lek,24,好奇,hào qí,(SV) neugierig
2,lek,25,活動,huó dòng,"(N) Aktivität, Unternehmung, Plan"
2,lek,26,加簽,jiā qiān,"(VO) seine Unterschrift auf etwas setzen, unterschreiben, siegeln"
2,lek,27,減輕,jiǎn qīng,"(TV, 1) erleichtern"
2,lek,28,繳費,jiǎo fèi,(VO) Gebühren bezahlen
2,lek,29,交朋友,jiāo péng you,"(VO) Freundschaften schließen, Kontakte knüpfen"
2,lek,30,教練,jiào liàn,(N) Trainer
2,lek,31,教育部,jiào yù bù,(N) Erziehungsministerium
2,lek,32,加退選,jiā tuì xuǎn,(N) Belegen und Abwählen von Lehrveranstaltungen
2,lek,33,階段,jiē duàn,"(N) Abschnitt, Stufe"
2,lek,34,街舞,jiē wǔ,(N) Streetdance
2,lek,35,進步,jìn bù,(N) Fortschritt
2,lek,36,技巧,jì qiǎo,"(N) Trick, Kniff, Know-how"
2,lek,37,機制,jī zhì,"(N) maschinelles System, maschineller Ablauf"
2,lek,38,抗議,kàng yì,"(TV, 1) dagegen sein, protestieren"
2,lek,39,課程,kè chéng,"(N) Lehrveranstaltung, Kurseinheit"
2,lek,40,酷,kù,(SV) cool
2,lek,41,樂趣,lè qù,"(N) Spaß, Freude"
2,lek,42,連,lián,(Konj) sogar
2,lek,43,另外,lìng wài,"(Pron) ein weiterer, anderer"
2,lek,44,免,miǎn,"(TV, 1) vermeiden, ausweichen, entgehen"
2,lek,45,免費,miǎn fèi,"(SV) gebührenfrei sein, gratis"
2,lek,46,魔術,mó shù,"(N) Zauberei, Magie"
2,lek,47,某,mǒu,"(Pron) ein gewisser; irgendjemand, irgendetwas"
2,lek,48,廿,niàn,(Num) zwanzig
2,lek,49,派,pài,"(TV, 1) aussenden, hinschicken"
2,lek,50,排隊,pái duì,(VO) sich in einer Schlange anstellen
2,lek,51,培養,péi yǎng,"(TV, 1) heranbilden, ausbilden, erziehen"
2,lek,52,期間 (Met: 段),qíjiān (Met: duàn),"(N) Zeitspanne, Zeitraum"
2,lek,53,棋藝,qí yì,"(N) Spielkunst, hohe Kunst des Brettspiels"
2,lek,54,棋友,qí yǒu,(N) Schachpartner
2,lek,55,讓,ràng,"(TV, 1) zulassen, erlauben"
2,lek,56,熱門,rè mén,"(SV) modisch, populär, stark nachgefragt"
2,lek,57,人工,rén gōng,(N) per menschlicher Interaktion; künstlich
2,lek,58,神,shén,"(N) Geist, Gottheit"
2,lek,59,神奇,shén qí,"(SV) magisch, wie durch ein Wunder"
2,lek,60,甚至,shèn zhì,"(Adv) bis hin zu; selbst, gar"
2,lek,61,社團,shè tuán,"(N) studentische Vereinigung, Interessengruppe"
2,lek,62,說明,shuō míng,"(TV, 1) Erklärung, Gebrauchsanweisung"
2,lek,63,私立,sī lì,"(B, Präfix) privat-"
2,lek,64,私立大學,sī lì dà xué,"(N) private Hochschule, nichtstaatliche -"
2,lek,65,攤位,tān wèi,(N) Informations- oder Verkaufsstand
2,lek,66,同時,tóng shí,(N) zur gleichen Zeit
2,lek,67,忘掉,wàng diào,"(TV, 1) vergessen"
2,lek,68,為了,wèi le,"(Konj) um zu, für"
2,lek,69,下棋,xià qí,"(VO) Brettspiele [Schach, Go] spielen"
2,lek,70,校方,xiào fāng,(N) Universität / Schule als bürokratische Institution
2,lek,71,心動,xīn dòng,"(IV) begeistert sein, beeindruckt sein"
2,lek,72,新生,xīn shēng,(N) Freshman: Student im 1. Collegejahr
2,lek,73,吸引,xī yǐn,"(TV, 1) anziehen, attraktiv machen für"
2,lek,74,選擇,xuǎn zé,"(TV, 1) aussuchen, auswählen, herauspicken"
2,lek,75,學分,xué fēn,(N) Leistungspunkt
2,lek,76,學分數,xué fēn shù,(N) Anzahl der Leistungspunkte
2,lek,77,有時候,yǒu shí hou,(Adv) manchmal
2,lek,78,指導,zhǐ dǎo,"(TV, 1) anleiten, ausbilden, Weg weisen"
2,lek,79,只有,zhǐ yǒu,(Konj) nur wenn
2,üb,1,報關,bào guān,"(IV) beim Zoll deklarieren, verzollen"
2,üb,2,比不上,bǐ bú shàng,"(VK) nicht vergleichen können, nicht vergleichbar
sein"
2,üb,3,大提琴,dà tí qín,(N) Cello
2,üb,4,簡單,jiǎn dān,"(SV) einfach, simpel, unkompliziert"
2,üb,5,寬,kuān,"(SV) weit, breit"
2,üb,6,李英,lǐ yīng,(N) Li Ying
2,üb,7,理想,lǐ xiǎng,"(N) Ideal; (SV) ideal, am besten geeignet, perfekt"
2,üb,8,旅遊,lǚ yóu,"(IV) reisen, auf Reisen gehen"
2,üb,9,年紀,nián jì,"(N) Lebensalter, Alter"
2,üb,10,篇,piān,"(Met) für Aufsätze, Artikel, Prosastücke"
2,üb,11,認真,rèn zhēn,"(SV) ernsthaft, gewissenhaft, gründlich"
2,üb,12,態度,tài du,"(N) Einstellung zu, Verhalten, Benehmen"
2,üb,13,外語,wài yǔ,(N) Fremdsprache
2,üb,14,約會,yuē huì,"(N) Verabredung, Treffen, Date"
2,zu,1,病理學,bìng lǐ xué,(N) Pathologie
2,zu,2,成績,chéng jī,"(N) Resultat, Ergebnis, Note"
2,zu,3,成績單,chéng jī dān,"(N) Leistungsnachweis, Leistungsschein"
2,zu,4,城鄉,chéng xiāng,"(N) Stadt und Land, Städte und Dörfer, urban und rural"
2,zu,5,電機,diàn jī,"(N) Elektromotor, elektronisch"
2,zu,6,電機資訊學,diàn jī zī xùn xué,(N) Elektronik und Informatik (Studienfach)
2,zu,7,地理,dì lǐ,(N) Geographie
2,zu,8,地理環境,dì lǐ huán jìng,"(N) geographisches Umfeld, naturräumliche Umwelt"
2,zu,9,地質,dì zhí,"(N) Geologie, geologische Ausstattung"
2,zu,10,地質學,dì zhí xué,(N) Geologie (als Wissenschaft)
2,zu,11,毒理學,dú lǐ xué,(N) Toxikologie
2,zu,12,多媒體,duō méi tǐ,"(N) Multimedia- , multimedial"
2,zu,13,法律,fǎ lǜ,"(N) positives Recht, Gesetz"
2,zu,14,法律學,fǎ lǜ xué,"(N) Rechtswissenschaft, Jura"
2,zu,15,方式,fāng shì,"(N) Methode, Stil, Art und Weise"
2,zu,16,分子,fēn zǐ,(N) Divisor; Molekül
2,zu,17,分子醫學,fēn zǐ yī xué,(N) Molekularmedizin
2,zu,18,工程學,gōng chéng xué,(N) Ingenieurswesen
2,zu,19,環境,huán jìng,"(N) Umfeld, Umwelt; öko-"
2,zu,20,環境資源,huán jìng zī yuán,"(N) Umweltressourcen, Environmental resources"
2,zu,21,暨,jì,"(Konj) sowie, und; bis hin zu"
2,zu,22,建築,jiàn zhù,"(N) Bau, Architektur; (TV, 1) erbauen"
2,zu,23,建築學,jiàn zhù xué,(N) Architektur
2,zu,24,解剖,jiě pōu,"(TV, 1) sezieren"
2,zu,25,解剖學,jiě pōu xué,(N) Anatomie
2,zu,26,機械,jī xiè,"(N) Maschine; maschinell, automatisch"
2,zu,27,機械工程學,jī xiè gōng chéng xué,(N) Maschinenbau (Studienfach)
2,zu,28,科目,kē mù,"(N) wissenschaftliches Fachgebiet, Disziplin"
2,zu,29,媒體,méi tǐ,"(N) Medium, Medien"
2,zu,30,免疫,miǎn yì,"(N) Immunität (med.), immun gegen"
2,zu,31,免疫學,miǎn yì xué,(N) Immunologie
2,zu,32,名稱,míng chēng,"(N) Name, Bezeichnung"
2,zu,33,人類,rén lèi,"(N) Menschheit; Anthropo- , anthropologisch"
2,zu,34,人類學,rén lèi xué,(N) Anthropologie
2,zu,35,生物,shēng wù,"(N) Lebewesen, Organismus, bio-"
2,zu,36,生物學,shēng wù xué,(N) Biologie
2,zu,37,天文,tiān wén,(N) Astronomie
2,zu,38,天文物理學,tiān wén wù lǐ xué,(N) Astrophysik
2,zu,39,提到,tí dào,"(TV, 1) auf etwas zu sprechen kommen, erwähnen; anspielen, zum Thema machen"
2,zu,40,土木工程學,tǔ mù gōng chéng xué,"(N) Bauingenieurswesen, Bauingenieur (Studienfach)"
2,zu,41,圖書資訊學,tú shū zī xùn xué,(N) Bibliotheks- und Informationswesen
2,zu,42,物理,wù lǐ,"(N) Gesetzmäßigkeit der Objekte, Physik, physikalisch"
2,zu,43,物理學,wù lǐ xué,(N) Physik
2,zu,44,細胞,xì bāo,"(N) Körperzelle, biologische Zelle"
2,zu,45,細胞生物學,xì bāo shēng wù xué,(N) Zellbiologie
2,zu,46,戲劇,xì jù,"(N) Schauspiel, Drama, Theaterstück"
2,zu,47,戲劇學,xì jù xué,(N) Theaterwissenschaft
2,zu,48,心理,xīn lǐ,"(N) Psyche, psychologisch"
2,zu,49,心理學,xīn lǐ xué,(N) Psychologie
2,zu,50,牙,yá,(N) Zahn
2,zu,51,牙醫,yá yī,"(N) Zahnarzt, Dentist"
2,zu,52,牙醫學,yá yī xué,(N) Dentologie
2,zu,53,研究,yán jiū,"(TV, 1) erforschen, wissenschaftlich bearbeiten; (N) Forschungen"
2,zu,54,研究所,yán jiū suǒ,"(N) Graduate Institute, Institut für Aufbaustudiengänge (MA,PhD), Forschungsinstitut"
2,zu,55,醫學,yī xué,(N) Medizin
2,zu,56,政治,zhèng zhì,(N) Politik
