Chapter,Type,Number,Character,Pinyin,German
11,lek,3,拜訪,bài fǎng,"(TV, 1) einen Tempel oder Vorgesetzten besuchen",,
11,lek,4,保佑,bǎo yòu,"(TV, 1) um göttlichen Segen bitten für",,
11,lek,,本土,běn tǔ,"(N) Ursprungsland, Heimatland",,
11,lek,6,不僅,bù jǐn,(Konj) nicht nur ...,,
11,lek,7,吃素,chī sù,(VO) vegetarisch essen,,
11,lek,8,傳教,chuán jiào,(VO) missionieren,,
11,lek,9,達成,dá chéng,"(TV, 1) erreichen, erzielen",,
11,lek,10,大家,dà jiā,(N) alle,,
11,lek,11,當作,dàng zuò,"(TV, 1) ansehen als, halten für",,
11,lek,12,道教,dào jiào,(N) Daoismus,,
11,lek,13,典型,diǎn xíng,"(N) Vorbild, Modell; (SV) typisch, repräsentativ",,
11,lek,14,多元化,duō yuán huà,(SV) pluralistisch, (N) Pluralismus,
11,lek,15,欸,èi,(Interj.) eh! Achtung!,,
11,lek,16,佛,fó,(N) Abk. f. 佛陀 fótuó Sanskrit: buddha; Buddha, Buddha,
11,lek,17,佛教,fó jiào,(N) Buddhismus,,
11,lek,18,佛教徒,fó jiào tú,"(N) Anhänger des Buddhismus, Buddhist",,
11,lek,19,高尚,gāo shàng,"(SV) nobel, erhaben",,
11,lek,20,供奉,gòng fèng,"(TV, 1) opfern, verehren",,
11,lek,21,供品,gòng pǐn,(N) Opfergaben,,
11,lek,22,關公,guān gōng,"(N) Herzog Guan: Deifizierte historische Persönlichkeit, 關羽 Guan Yu [160-219], General, Sinnbild für Mut und Gerechtigkeit",,
11,lek,23,觀念,guān niàn,"(N) Idee, Gedanke, Konzept",,
11,lek,24,何,hé,(B) was? Wie?,,
11,lek,25,回教,huí jiào,(N) Islam,,
11,lek,26,建立,jiàn lì,"(TV, 1) gründen, errichten, aufbauen",,
11,lek,27,教堂,jiào táng,(N) Kirche,,
11,lek,28,教徒,jiào tú,"(N) Anhänger einer Religion, Jünger",,
11,lek,29,祭拜,jì bài,"(TV, 1) opfern",,
11,lek,30,基督,jī dū,(N) Jesus Christus,,
11,lek,31,基督教,jī dū jiào,"(N) Christentum, speziell Protestantismus",,
11,lek,32,敬意,jíng yì,"(N) Respekt, Hochachtung",,
11,lek,33,近年,jìn nián,(N) seit ein paar Jahren,,
11,lek,34,孔廟,kǒng miào,(N) Konfuziustempel,,
11,lek,35,孔子,kǒng zǐ,"(N) Konfuzius, Meister Kong [551-479]",,
11,lek,36,寬容,kuān róng,"(SV) liberal, tolerant",,
11,lek,37,力量,lì liàng,(N) Kraft,,
11,lek,38,歷史悠久,lì shǐ yōu jiǔ,"(Idiom) alt [Gebäude, Institutionen]",,
11,lek,39,例子,lì zi,(N) Beispiel,,
11,lek,40,龍山寺,lóng shān sì,(N) Longshan-Tempel [in Taibei],,
11,lek,41,農曆,nóng lì,(N) chinesischer traditioneller Mondkalender,,
11,lek,42,祈求,qí qiú,"(TV, 1) von Gottheiten erbitten, beten um",,
11,lek,43,勸,quàn,"(TV, 1) zuraten, ermahnen",,
11,lek,44,勸人向善,quàn rén xiàng shàn,(Idiom) die Menschen zum Guten ermahnen,,
11,lek,45,人格,rén gé,"(N) Charakter, Persönlichkeit",,
11,lek,46,人山人海,rén shān rén hǎi,(Idiom) unübersehbare Menschenmenge,,
11,lek,47,儒家,rú jiā,(N) konfuzianische Philosophen,,
11,lek,48,生意人,shēng yì rén,"(N) Gewerbetreibende, Geschäftsleute",,
11,lek,49,神明,shén míng,"(N) Gottheit, Götter",,
11,lek,50,寺廟,sì miào,"(N) Tempel, Kultstätte",,
11,lek,51,思想,sī xiǎng,"(N) Denken, Philosophie, Ideologie",,
11,lek,52,天主,tiān zhǔ,"(N) Gott, Herrgott",,
11,lek,53,天主教,tiān zhǔ jiào,(N) Katholizismus,,
11,lek,54,提倡,tí chàng,"(TV, 1) propagieren, eintreten für",,
11,lek,55,同一,tóng yī ,"(Pron) der, die, dasselbe",,
11,lek,56,外來,wài lái,"(SV) extern, von außen kommend",,
11,lek,57,完整,wán zhěng,"(SV) vollständig, integriert, zusammenhängend",,
11,lek,58,偉大,wěi dà,"(SV) groß, bedeutend",,
11,lek,59,為何,wèi hé,(Pron) warum?,,
11,lek,60,信徒,xìn tú,"(N) Gläubiger, Anhänger",,
11,lek,61,信仰,xìn yǎng,"(N) Glaube, religiöse Überzeugung",,
11,lek,62,亞洲,yà zhōu,(N)Asien,,
11,lek,63,印度教,yìn dù jiào,(N) Hinduismus,,
11,lek,64,伊斯蘭教,yī sī lán jiào,(N) Islam,,
11,lek,65,用來,yòng lái,"(TV, 1) benutzt werden für",,
11,lek,66,擁有,yōng yǒu,"(TV, 1) haben, verfügen über, besitzen",,
11,lek,67,願望,yuàn wàng,"(N) Hoffnung, Wunsch",,
11,lek,68,正面,zhèng miàn,"(SV) positiv, mit guten Auswirkungen",,
11,lek,69,自由,zì yóu,(N) Freiheit,,
11,lek,70,宗教,zōng jiào,(N) Religion,,
11,lek,71,尊敬,zūn jìng,"(TV, 1) hochschätzen, verehren",,
11,lek,72,祖先,zǔ xiān,(N) Vorfahren,,
11,üb,1,大街小巷,dà jiē xiǎo xiàng,"(Idiom) in allen Straßen und Gassen, überall",,
11,üb,2,地球暖化,dì qiú nuǎn huà,(N) globale Erwärmung,,
11,üb,3,福音,fú yīn,"(N) Evangelium, Frohe Botschaft, Gospel",,
11,üb,4,概況,gài kuàng,"(N) Abriss, Überblick",,
11,üb,5,國劇社,guó jù shè,(N) Theatergruppe; AG für chinesisches traditionelles Theater, AG für chinesisches traditionelles Theater,
11,üb,6,進入,jìn rù,"(TV, 1) eintreten in",,
11,üb,7,暖化,nuǎn huà,(N) Erwärmung,,
11,üb,8,上帝,shàng dì,(N) Gott [speziell christlicher],,
11,üb,9,師傅,shī fu,"(N) Meister, Hausmeister, Chef",,
11,üb,10,睡著,shuì zháo,(VK) einschlafen,,
11,üb,11,特定,tè dìng,"(SV) speziell, spezifisch",,
11,üb,12,舞蹈社,wǔ dǎo shè,"(N) Tanzgruppe, Tanz AG",,
11,üb,13,養,yǎng,"(TV, 1) sorgen für, aufziehen, halten (Tiere)",,
11,üb,14,責任,zé rèn,"(N) Verantwortung, Verpflichtung",,
11,üb,15,尊重,zūn zhòng,"(TV, 1) verehren, respektieren",,
11,üb,16,昨晚,zuó wǎn,"(N) gestern Abend, gestern Nacht",,
11,zu,1,百分之,bǎi fēn zhī,(N) Prozent,,
11,zu,2,拜佛,bài fó,(VO) Buddha verehren,,
11,zu,3,北港,běi gǎng,"(N) Beigang, Ort im Landkreis Yúnlín 雲林, Taiwan",,
11,zu,4,稟明,bǐng míng,"(TV, 1) an höhere Dienstelle oder Gottheit übermitteln",,
11,zu,5,步驟,bù zhòu,(IV) Schritt für Schritt vorgchen,,
11,zu,6,查明,chá míng,"(TV, 1) herausfinden, feststellen",,
11,zu,7,朝天宮,cháo tiān gōng,"(N) Chaotian-Tempel, Mazu-Heiligtum in Beigang",,
11,zu,8,賜予,cì yǔ,"(TV, 1) verleihen, gewähren, geben, schenken",,
11,zu,9,聰明,cōng ming,"(SV) intelligent, klug, aufgeweckt",,
11,zu,10,弟子,dì zǐ,"(N) Schüler, Jünger, Anhänger [Sekte, Religion]",,
11,zu,11,發糕,fā gāo,(N) „Schwellkuchen“: Muffin-ähnliches Gebäck,,
11,zu,12,分析,fēn xī,"(TV, 1) analysieren; (N) Analyse",,
11,zu,13,柑橘,gān jú,"(N) Orangen, Apfelsinen",,
11,zu,14,高昇,gāo shēng,"(IV) aufsteigen, Karriere machen",,
11,zu,15,功能,gōng néng,(N) Funktion,,
11,zu,16,筊,jiǎo ,(N) paarige halbmondförmige Divinationsmittel,,
11,zu,17,吉利,jí lì,"(SV) glückverheißend, glückbringend",,
11,zu,18,敬拜,jìng bài,(IV) sich ehrfurchtsvoll verneigen,,
11,zu,19,競爭力,jìng zhēng lì,"(N) Wettbewerbsfähigkeit, Konkurrenzfähigkeit",,
11,zu,20,韭菜,jiǔ cài,(N) Schnittlauch,,
11,zu,21,媽祖,mā zǔ,"(N) Mazu, im Daoismus deifizierte Person: 林 默娘 Lín Mòniáng [geb. ca. 960], ist die & Tiänhöu genannte daoistische Schutzgöttin der Fischer und Seefahrer",,
11,zu,22,麵線,miàn xiàn,"(N) Nudeln [als Handelsware, nicht zubereitet]",,
11,zu,23,年糕,nián gāo,(N) Neujahrskuchen: süße Reiskuchen mit Früchten,,
11,zu,24,籤詩,qiān shī,(N) Gedicht auf Wahrsagestäbchen,,
11,zu,25,籤竹,qiān zhú,(N) Wahrsagestäbchen [im Tempel],,
11,zu,26,求籤,qiú qiān,(VO) die Wahrsagestäbchen befragen [im Tempel],,
11,zu,27,取代,qǔ dài,"(TV, 1) substituieren, ersetzen durch",,
11,zu,28,上香,shàng xiāng,(VO) Weihrauchopfer darbringen,,
11,zu,29,生辰,shēng chén,(N) astronomische Daten der Geburtsstunde,,
11,zu,30,聖筊,shèng jiǎo,(N) Jiǎo [halbmondförmige paarige Divinationsmittel],,
11,zu,31,詩,shī,(N) Gedicht,,
11,zu,32,是否,shì fǒu,"(Konj) ob; -oder nicht, ...",,
11,zu,33,事件,shì jiàn,"(N) Angelegenheit; Vorfall, Zwischenfall",,
11,zu,34,壽桃,shòu táo,(N) Pfirsiche zum Geburtstag [für langes Leben],,
11,zu,35,蒜,suàn,(N) Knoblauch,,
11,zu,36,所要的,suǒ yào de,"(N) der, die, das Erwünschte",,
11,zu,37,糖果,táng guǒ,"(N) Konfekt, Süßigkeiten",,
11,zu,38,湯圓,tāng yuán,(N) süße Reismehlklöschen in Brühe,,
11,zu,39,甜蜜,tián mì,"(SV) süß, honigsüß",,
11,zu,40,團圓,tuán yuán,(TV) sich als Familie zusammenfinden,,
11,zu,41,問卷,wèn juàn,(N) Fragebogen,,
11,zu,42,縣,xiàn,(N) Landkreis; Sitz einer Kreisverwaltung, Sitz einer Kreisverwaltung,
11,zu,43,螢幕,yíng mù,"(N) Bildschirm, Monitor",,
11,zu,44,儀式,yí shì,(N) Ritual,,
11,zu,45,圓滿,yuán mǎn,"(SV) perfekt, rundum zufriedenstellend",,
11,zu,46,鎮,zhèn,(N) große Kreisstadt,,
11,zu,47,擲笑,zhì xiào,(VO) ein Paar Jiao auf den Boden werfen [Divination],,
11,zu,43,住址,zhù zhǐ,"(N) Wohnadresse, Anschrift",,
12,wi,1,回教徒,huí jiào tú,(N) Moslem,,
12,wi,2,叫做,jiào zuò,"(TV, 1) genannt werden, sogenannt",,
12,wi,3,基督徒,jī dū tú,(N) Christ,,
12,wi,4,菊花,jú huā,(N) Chrysantheme [Sinnbild des Herbstes],,
12,wi,5,類,lèi,"(N) Kategorie, Art, Klasse",,
12,wi,6,離開,lí kāi,"(TV, 1) verlassen",,
12,wi,7,玲玲,líng líng,(N) Lingling [weiblicher Vorname],,
12,wi,8,鄰居,lín jū,"(N) Nachbarschaft, benachbart",,
12,wi,9,情人,qíng rén,"(N) Freund(in), Geleibte(r)",,
12,wi,10,情人節,qíng rén jié,(N) Valentine’s Day,,
12,wi,11,身上,shēn shàng,"(N) am Körper, dabei",,
12,wi,12,順利,shùn lì,"(SV) günstig, nach Wunsch, glatt verlaufend",,
12,wi,13,通常,tōng cháng,"(Adv) normalerweise, gewöhnlich",,
12,wi,14,違反,wéi fǎn,"(TV, 1) verstoßen gegen [Sitten, Gesetze]",,
12,wi,15,鞋子,xié zi,(N) Schuhe,,
12,wi,16,引起,yǐn qǐ,"(TV, 1) anregen, bewirken, hervorrufen",,
12,wi,17,友情,yǒu qíng,"(N) Freundschaft, Zuneigung",,
12,wi,18,原來,yuán lái,"(SV) ursprünglich; (Konj) eigentlich; es stellt sich heraus, dass",,
12,wi,19,月下老人,yuè xià lǎo rén,(N) der Alte im Mondlicht [mythol. Figur],,
12,wi,20,之外,zhī wài,"(Affix) abgesehen von, außer",,
12,wi,21,重要性,zhòng yào xìng,"(N) Wichtigkeit, Bedeutung, Relevanz",,
12,wi,22,租屋,zū wū,(VO) Zimmer mieten,,
13,gr,1,拜年,bài nián,(VO) Neujahrsglückwünsche aussprechen,einen offiziellen Neujahrsbesuch machen,
13,gr,2,餅乾,bǐng gān,(N) Kekse,,
13,gr,3,財富,cái fù,"(N) Reichtum, Wohlstand",,
13,gr,4,長生不老,cháng shēng bù lǎo,(Idiom) unsterblich sein [Lebewesen],,
13,gr,5,趁著,chèn zhe,"(CV) anlässlich, bei dieser Gelegenheit",,
13,gr,6,初二,chū èr,(N) der zweite Tag des Monats im Mondkalender,,
13,gr,7,從此,cóng cǐ,"(Adv) ab dann, von diesem Punkt an",,
13,gr,8,袋子,dài zi,(N) Tüte,,
13,gr,9,當時,dāng shí,"(N) damals, damalig",,
13,gr,10,大年初一,dà nián chū yī,(N) der erste Tag des neuen Jahres [nach dem Mondkalender],,
13,gr,11,燈籠,dēng lóng,"(N) Laterne, Lampion",,
13,gr,12,弓箭,gōng jiàn,(N) Pfeil und Bogen,,
13,gr,13,恭喜發財,gōng xǐ fā cái,(Idiom) „Möget ihr im neuen Jahr reich werden!“,,
13,gr,14,規矩,guī ju,"(N) Regel, Vorschrift",,
13,gr,15,古老,gǔ lǎo,"(SV) alt, traditionell",,
13,gr,16,國君,guó jūn,"(N) Herrscher, König",,
13,gr,17,故事,gù shì,"(N) Geschichte, Erzählung",,
13,gr,18,紅包,hóng bāo,(N) roter Umschlag für Geldgeschenke,,
13,gr,19,后羿,hòu yì,"(N) Hou Yi, legendärer Bogenschütze",,
13,gr,20,花燈,huā dēng,"(N) bunte, verzierte Laternen [zum Laternenfest|",,
13,gr,21,嫁,jià,(IV) heiraten [von der Frau aus gesehen|,,
13,gr,22,繼續,jì xù,"(TV, 1) fortsetzen, weiter-",,
13,gr,23,記憶,jì yì,"(TV, 1) sich erinnern; (N) Gedächtnis, Erinnerung",,
13,gr,24,記憶力,jì yì lì,"(N) Gedächtnis, Merkfähigkeit",,
13,gr,25,口耳相傳,kǒu ěr xiāng chuán,(Idiom) mündlich tradiert,,
13,gr,26,零用錢,líng yòng qián,(N) Taschengeld,,
13,gr,27,留下,liú xià,"(TV, 1) zurücklassen, übriglassen",,
13,gr,28,目中無人,mù zhōng wú rén,(Idiom) selbstverliebt und anmaßend,,
13,gr,29,娘家,niáng jia,(N) Familie der Ehefrau,,
13,gr,30,年年有餘,nián nián yǒu yú,(Idiom) „Überfluss Jahr für Jahr“,,
13,gr,31,年夜飯,nián yè fàn,"(N) Essen am letzten Tag des alten Jahres, Silvesteressen",,
13,gr,32,女兒,nǚ ér,(N) Tochter,,
13,gr,33,強,qiáng,"(SV) stark, kräftig, lebendig",,
13,gr,34,清明節,qīng míng jié,(N) Qingming-Fest [am 15. Tag nach dem Frühjahrsäquinoktium],,
13,gr,35,輕飄飄,qīng piāo piāo,(SV) federleicht,,
13,gr,36,妻子,qī zǐ,(N) Ehefrau,,
13,gr,37,上街,shàng jiē,"(VO) ausgehen, einkaufen gehen,",,
13,gr,38,受苦,shòu kǔ,"(IV) leiden, Schwierigkeiten haben",,
13,gr,39,水深火熱,shuǐ shēn huǒ rè,"(Idiom) unter schwierigsten Bedingungen, in Not und Elend",,
13,gr,40,碎,suì,"(IV) zerbrechen; (N) Splitter, Scherbe, Bruchstück",,
13,gr,41,歲歲平安,suì suì píng ān,(ITdiom) Alles Gute zum Neuen Jahr!,,
13,gr,42,甜食,tián shí,"(N) Süßwaren, Zuckersachen",,
13,gr,43,偷吃,tōu chī,"(TV, 1) heimlich aufessen; (N) Mundraub",,
13,gr,44,偷偷地做,tōu tōu dì zuò,(Adv.) etwas ganz heimlich tun,,
13,gr,45,團聚,tuán,"(IV) Familientreffen haben, sich versammeln",,
13,gr,46,團圓,tuán yuán,(IV) ein Familientreffen abhalten,,
13,gr,47,外地,wài dì,"(N) Orte anderswo, die Fremde",,
13,gr,48,壓歲錢,yā suì qián,(N) Geldgeschenke für Kinder zum Neuen Jahr [„um die Lebensjahre zu drücken“],,
13,gr,49,一國之君,yì guó zhī jūn,(N) Herrscher des gesamten Reiches,,
13,gr,50,擁護,yōng hù,"(TV, 1) befürworten, unterstützen",,
13,gr,51,永遠,yǒng yuǎn,(SV) ewig,,
13,gr,52,月亮,yuè liang,(N) Mond,,
13,gr,53,於是,yú shì,"(Konj) deshalb, dann, daraufhin",,
13,gr,54,長輩,zhǎng bèi,(N) Familienangehörige der älteren Generation,,
13,gr,55,招待不周,zhāo dài bù zhōu,(Idiom.) kein guter Gastgeber sein,,
13,gr,56,真正,zhēn zhèng,"(SV) echt, genuin, wirklich",,
13,gr,57,中秋節,zhōng qiū jié,"(N) Mittherbstfest, Mondfest [am 15. Tag des 8. Monats]",,
13,gr,58,著名,zhù míng,"(SV) berühmt, bekannt",,
13,gr,59,作威作福,zuò wēi zuò fú,"(Idiom) willkürlich, diktatorisch handeln",,
13,üb,1,敗亡,bài wáng,"(IV) geschlagen sein, untergehen",,
13,üb,2,抱,bào,"(TV, 1) umarmen, in den Armen halten",,
13,üb,3,嫦娥奔月,cháng é bēn yuè,(Idiom) Chang’e flüchtet sich zum Mond [mythol.],,
13,üb,4,楚國,chǔ guó,(N) das Reich Chu im chin. Altertum mit der Hauptstadt 郢 Ying im heutigen Húbei 湖北,,
13,üb,5,春聯,chūn lián,"(N) glückverheißende Verse zum Neuen Jahr [in gebundener Sprache, antithetisch in Paaren]",,
13,üb,,春天,chūn tiān,(N) Frühling,,
13,üb,7,除夕,chú xī /chú xì,"(N) Altjahrsabend, Silvesterabend",,
13,üb,8,刺激,cì jī,"(SV) stimulierend; (N) Anreiz, Stimulans",,
13,üb,9,大臣,dà chén,"(N) hoher Beamter, Würdenträger",,
13,üb,10,端午節,duān wǔ jié,"(N) Fest des 5. Tages des 5. Monats [Mondkalender], Drachenbootfest",,
13,üb,11,反而,fǎn ér,"(Adv) im Gegenteil, stattdessen",,
13,üb,12,趕走,gǎn zǒu,"(TV, 1) verjagen, vertreiben, verscheuchen",,
13,üb,13,划,huà,"(TV, 1) [ein Boot] rudern",,
13,üb,14,居民,jū mín,"(N) Anwohner, Bewohner",,
13,üb,15,流利,liú lì,"(SV) fließend, gewandt [Aussprache, Rede]",,
13,üb,16,龍舟,lóng zhōu,(N) Drachenboot,,
13,üb,18,年貨,nián huò,(N) Saisonartikel zum Frühlingsfest,,
13,üb,19,敲鑼,qiāo luó,(VO) den Gong schlagen,,
13,üb,20,敲鼓,qiāo gǔ,"(VO) trommeln, Trommel schlagen",,
13,üb,21,秋天,qiū tiān,(N) Herbst,,
13,üb,22,屈原,qū yuán,"(N) Qu Yuan, Dichter",,
13,üb,23,勸告,quàn gào,"(TV, 1) zuraten, Ratschlag geben; (N) Ratschlag",,
13,üb,24,全國上下,quán guó shàng xià,(N) das ganze Land,,
13,üb,25,全家人,quán jiā rén,"(N) die komplette Familie, alle Angehörigen",,
13,üb,26,上下,shàng xià,"(N) hoch und niedrig, auf allen Ebenen",,
13,üb,27,時代,shí dài,"(N) Ära, Epoche",,
13,üb,28,詩人,shī rén,(N) Dichter,,
13,üb,29,危險,wēi xiǎn,"(SV) gefährlich, riskant",,
13,üb,30,吳,wú ,(N) Familienname: Wú,,
13,üb,31,嚇,xià,"(TV, 1) erschrecken, Angst einjagen",,
13,üb,32,小人,xiǎo rén,"(N) Egoist, Kleinkrämer, Schuft",,
13,üb,33,蝦耶,xiā yé,"(N) Krabben, Krebse, Garnelen",,
13,üb,34,藥局,yào jú,(N) Apotheke,,
13,üb,35,迎接,yíng jiē,"(TV, 1) willkommen heißen, begrüßen",,
13,üb,36,由來,yóu lái,"(N) Quelle, Ursprung, Herkunft",,
13,üb,37,魚蝦,yú xiā,(N) Fische und Krabben: Wassergetier allgemein,,
13,üb,38,戰國時代,zhàn guó shí dài,"(N) die Epoche der Streitenden Reiche [der
östlichen Zhou-Zeit]",,
13,üb,39,自殺,zì shā,"(N) Suizid, Selbstmord: (IV) Suizid begehen",,
13,üb,40,粽子,zòng zi,(B) in Bambusblätter gewickelter Klebereis,,
13,üb,41,作法,zuò fǎ,"(N) Vorgehensweise, Methode",,
13,zu,1,花椰菜,huā yē cài,"(N) Brassica oleracea, Blumenkohl",,
13,zu,2,荔枝,lìzhī,"(N) Litchi sinensis, Litchi-Baum, chin. Haselnuss",,
13,zu,3,年菜,nián cài,(N) Festtagsgerichte zum Neujahr,,
13,zu,4,盛世,shèng shì,"(N) Blütezeit [Epoche, Zeitalter]",,
13,zu,5,柿子,shì zi,"(N) Diospyrus kaki, Kakipflaume, Dattelpflaume",,
13,zu,6,水餃,shuǐ jiǎo,"(N) in Wasser gegarte Maultaschen, Jiaozi",,
13,zu,7,洋洋,yáng yáng,"(SV) unermesslich, zahllos, überreichlich",,
13,zu,8,一帆風順,yì fān fēng shùn,(Idiom) „ein Segel gefüllt mit günstigem Wind“, alles läuft nach Wunsch,
13,zu,9,陣,zhèn,(Met) für intermittierend wiederkehrende Ereignisse,,
13,zu,10,陣陣,zhèn zhè,"(N) ein um das andere Mal, immer wieder",,
14,gr,1,保證,bǎo zhèng,"(TV, 1) garantieren, versichern; (N) Garantie",,
14,gr,2,不久,bù jiǔ,"(Adv) bald, kurz darauf",,
14,gr,3,不同,bù tóng,"(SV) unterschiedlich sein, anders sein",,
14,gr,4,承擔,chéng dān,"(TV, 1) übernehmen, tragen, verantwortlich sein",,
14,gr,5,程度,chéng dù,(N) Ausmaß,,
14,gr,6,從…做起,cóng…zuò qǐ,"(CV) anfangen mit ..., beginnend mit ...",,
14,gr,7,從事,cóng shì,"(TV, 1) sich beschäftigen mit, leben von",,
14,gr,8,存在,cún zài,"(IV) existieren, leben",,
14,gr,9,待遇,dài yù,(N) Behandlung,,
14,gr,10,大男人主義,dà nán rén zhǔ yì,(N) Chauvinismus,,
