Chapter,Type,Number,Character,Pinyin,German
14,gr,11,地位,dì wèi,"(N) Stellung, Position, Status",,
14,gr,12,對於,duì yú,"(CV) bezüglich, über",,
14,gr,13,發揮,fā huī,"(TV, 1) entfalten, entwickeln",,
14,gr,14,發揮所長,fā huī suǒ cháng,"(VO) das entfalten, worin man wirklich gut ist seine wahren Fähigkeiten zur Geltung bringen",,
14,gr,15,放棄,fàng qì,"(TV, 1) aufgeben, verzichten auf",,
14,gr,16,否則,fǒu zé,(Konj).) andernfalls,,
14,gr,17,夫妻,fū qī,"(N) Eheleute, Ehepaar",,
14,gr,18,負責,fù zé,"(TV, 1) Verantwortung tragen für, zuständig sein",,
14,gr,19,感受,gǎn shòu,"(TV, 1) verspüren, empfinden, erfahren",,
14,gr,20,各自,gè zì,"(Pron) sein/ihr eigenes, jeder seins, respektive",,
14,gr,21,公平,gōng píng,"(N) Gerechtigkeit; (SV) gerecht, fair",,
14,gr,22,公務員,gōng wù yuán,(N) Angestellte(r) im öffentlichen Dienst,,
14,gr,23,觀點,guān diǎn,"(N) Sichtweise, Ansicht, Aspekt, Meinung",,
14,gr,24,過度,guò dù,"(Adv) zu sehr, exzessiv",,
14,gr,25,合理,hé lǐ,"(SV) vernünftig, rational",,
14,gr,26,婚姻,hūn yīn,"(N) Ehe, Heirat",,
14,gr,27,或者,huò zhě,(Adv.) oder,,
14,gr,28,可愛,kě ài,"(SV) liebenswert, niedlich, nett",,
14,gr,29,兩性,liǎng xìng,(N) die zwei Geschlechter [m/f],,
14,gr,30,理所當然,lǐ suǒ dāng rán,(Idiom) das versteht sich von selbst,,
14,gr,31,落伍,luò wǔ,"(TV) zurückgeblieben sein, rückständig sein",,
14,gr,32,男女平等,nán nǚ píng děng,(N) Gleichberechtigung von Mann und Frau,,
14,gr,33,男人,nán rén,"(N) Mann, Männer-",,
14,gr,34,男主外女主內,nán zhǔ wài nǚ zhǔ nèi,"(Idiom) „der Mann lebt draußen, die Frau herrscht drinnen“ Frauen gehören in die Küche",,
14,gr,35,能幹,néng gàn,"(SV) kompetent, fähig",,
14,gr,36,女性,nǚ xìng,"(N) das weibliche Geschlecht, Frauen",,
14,gr,37,平等,píng děng,"(N) Gleichheit, Gleichberechtigung",,
14,gr,38,平等權,píng děng quán,(N) Gleichberechtigung,,
14,gr,39,平權,píng quán,"(N) Gleichberechtigung, gleiches Recht auf",,
14,gr,40,批評,pī píng,"(TV, 1) kritisieren",,
14,gr,41,歧視,qí shì,"(N) Diskriminierung, Benachteiligung; (TV, 1) benachteiligen",,
14,gr,42,全部,quán bù,"(N) das Ganze, sämtlich, alle",,
14,gr,43,全心全意,quán xīn quán yì,(Idiom) mit ganzem Herzen und vollem Willen,,
14,gr,44,商量,shāng liang,"(TV, 1) besprechen, verhandeln",,
14,gr,45,生兒育女,shēng ér yù nǚ,(Idiom) Kinder bekommen und großziehen,,
14,gr,46,適婚年齡,shì hūn nián líng,(N) Heiratsalter,,
14,gr,47,實現,shí xiàn,"(TV, 1) verwirklichen, realisieren",,
14,gr,48,市政府,shì zhèng fǔ,(N) Stadtverwaltung,,
14,gr,49,說話算話,shuō huà suàn huà,"(Idiom) was man sagt, das zählt",,
14,gr,0,思考,sī kǎo,"(TV, 1) nachdenken, überlegen",,
14,gr,51,替,tì,"(CV) für, anstelle von",,
14,gr,52,晚婚,wǎn hūn,(N) späte Heirat,,
14,gr,53,未婚,wèi hūn,"(N) ledig, unverheiratet",,
14,gr,54,性,xìng,"(N) Natur, Charakter, Sex",,
14,gr,5,性別,xìng bié,"(N) Geschlechtsunterschied, männlich / weiblich",,
14,gr,56,幸福,xìng fú,(SV) glücklich,,
14,gr,57,學以致用,xué yǐ zhì yòng,"(Idiom) lernen, um es später anzuwenden",,
14,gr,58,也許,yě xǔ,"(Adv) vielleicht, möglicherweise",,
14,gr,39,一些,yì xiē,"(Pron) einige, ein paar",,
14,gr,60,一再,yí zài,(Adv) wieder und wieder,,
14,gr,61,優缺點,shǎ quē diǎn,"(N) Stärken und Schwächen, Vorzüge und Nachteile",,
14,gr,62,於,yú,"(Kon)) in, an, auf, bei, unter",,
14,gr,63,育嬰假,yù yīng jià,"(N) gesetzlicher Mutterschaftsurlaub, Vaterschaftsurlaub",,
14,gr,64,責任,zé rèn,"(N) Pflicht, Verantwortung, Schuldigkeit",,
14,gr,65,之所以,zhī suǒ yǐ,(N) der Grund für,,
14,gr,66,至少,zhì shǎo,(Adv.) mindestens,,
14,gr,67,種族,zhǒng zú,"(N) Ethnie, Volksstamm, Rasse",,
14,gr,68,專心,zhuān xīn,"(TV, 1) sich konzentrieren auf",,
14,gr,69,專業,zhuān yè,(N) Hauptstudienfach,,
14,üb,1,被迫,bèi pò,"(TV, 1) gezwungen sein zu; (Adv) gezwungenermaßen",,
14,üb,2,辦公室,bàn gōng shì,(N) Büro,,
14,üb,3,差異,chā yì,"(N) Diskrepanz, Unterschied, Kluft",,
14,üb,4,加薪,jiā xīn,(VO) Gehaltserhöhung,,
14,üb,5,家常,jiā cháng,"(SV) alltäglich, trivial, nichts besonderes",,
14,üb,6,家常菜,jiā cháng cài,"(N) Alltagsessen, Hausmannskost",,
14,üb,7,急事,jí shì,(N) dringende Angelegenheit,,
14,üb,8,男尊女卑,nán zūn nǚ bēi,"(Idiom) Männer werden geachtet, Frauen nicht respektiert",,
14,üb,9,排名,pái míng,"(VO) eingereiht sein als, an einer Stelle stehen",,
14,üb,10,任務,rèn wu,"(N) Aufgabe, Verpflichtung",,
14,üb,11,升職,shēng zhí,(IV) beruflich aufsteigen,,
14,üb,12,事實,shì shí,"(N) Gegebenheit, Realität, Tatsache",,
14,üb,13,特質,tè zhì,"(N) Besonderheit, Charakteristik, spezielle Qualität",,
14,üb,14,已婚,yǐ hūn,(N) verheiratet,,
14,üb,15,政治,zhèng zhì,(N) Politik,,
14,üb,16,煮,zhǔ,"(TV, 1) in Wasser abkochen",,
14,üb,17,自願,zì yuàn,"(Adv) freiwillig, aus freien Stücken",,
14,zu,1,本地,běn dì,"(N) hiesige Gegend, betreffende Region",,
14,zu,2,操作,cāo zuò,"(TV, 1) bedienen [Maschine, Gerät]",,
14,zu,3,嘗試,cháng shì,"(TV, 1) ausprobieren, versuchen",,
14,zu,4,誠聘,chéng pìn,"(N) Stellenausschreibung, Stellenangebot",,
14,zu,5,打扮,dǎ ban,"(TV) sich stylen, sich zurechtmachen",,
14,zu,6,感到,gǎndào,"(TV, 1) den Eindruck haben, das Gefühl haben",,
14,zu,7,佳,jiā,"(SV) angenehm, lieblich; distinguiert, serliös",,
14,zu,8,嘉輝會酒店,jiā huī huì jiǔ diàn,(N) Castfast Hotel [in Hongkong],,
14,zu,9,階級,jiē jí,"(N) gesellschaftliche Klasse, Schicht",,
14,zu,10,階級歧視,jiē jí qí shì,(N) Klassendiskriminierung,,
14,zu,11,金錢,jīn qián,"(N) Geld, Bares",,
14,zu,12,酒店,jiǔ diàn,"(N) Weinstube, Trinklokal; Hotel",,
14,zu,13,看得出來,kàn de chū lái,"(VK) es wird ersichtlich, dass; es folgt daraus",,
14,zu,14,客源,kè yuán,"(N) Herkunftsort [von Mitarbeitern, Touristen]",,
14,zu,15,狂熱,kuáng rè,"(SV) fanatisch, wie besessen; (N) Sucht, Manie",,
14,zu,16,男婚女嫁,nán hūn nǚ jià,(Idiom) „Männer sollen heiraten und Frauen unter die Haube kommen“ Familie als gesellschaftliche Leitvorstellung,,
14,zu,17,男女授受不親,nán nǚ shòu shòu bù qīn,"(Idiom) „Geben und Nehmen zwischen Mann und Frau soll nicht vertraut wirken“ Paare halten in der
Öffentlichkeit Abstand voneinander [Wortspiel: 授受 shòushòu 手手shǒushǒu „Hand in Hand‘‘]",,
14,zu,18,男女有別,nán nǚ yǒu bié,(Idiom) Männer und Frauen sind verschieden zu behandeln,,
14,zu,19,鬧鐘,nào zhōng,(N) Wecker,,
14,zu,20,年齡歧視,nián líng qí shì,(N) Altersdiskriminierung,,
14,zu,21,聘,pìn,"(TV, 1) einstellen, anstellen",,
14,zu,22,貧富,pín fù,(N) Arm und Reich,,
14,zu,23,貧富差異,pín fù chā yì,(N) Kluft zwischen Arm und Reich,,
14,zu,24,情形,qíng xing,"(N) Umstände, Lage, Verhältnisse",,
14,zu,25,期望,qī wàng,"(TV, 1) warten, hoffen auf",,
14,zu,26,氣質,qì zhí,"(N) Wesen, Charakter, Temperament",,
14,zu,27,如下,rú xià,"(N) wie folgt, siehe unten",,
14,zu,28,尚未,shàng wèi,(Adv) noch nicht,,
14,zu,29,時尚,shí shàng,"(N) Mode, Zeitgeschmack; (SV) modisch",,
14,zu,30,事物,shì wù,"(N) Ding, Sache, Angelegenheit",,
14,zu,31,收入,shōu rù,(N) Einkommen,,
14,zu,32,熟悉,shú xī,"(TV, 1) vertraut sein mit, sich auskennen in",,
14,zu,33,穩定,wěn dìng,"(SV) zuverlässig, solide, stabil",,
14,zu,34,穩定性,wěn dìng xìng,"(N) Stabilität, Konstanz, Zuverlässigkeit",,
14,zu,35,文秘,wén mì,"(N) Verwaltungskraft, Sekretär(in), Sachbearbeiter",,
14,zu,36,銷售,xiāo shòu,"(TV, 1) vertreiben, verkaufen; (N) Vertrieb, Umsatz",,
14,zu,37,銷售主任,xiāo shòu zhǔ rèn,"(N) Vertriebschef, Sales Director",,
14,zu,38,性別歧視,xìng bié qí shì,(N) sexuelle Diskriminierung,,
14,zu,39,形象,xíng xiàng,(N) äußeres Erscheinungsbild,,
14,zu,40,形象氣質佳,xíng xiàng qì zhì jiā,(N) von seriöser äußerer Erscheinung und distinguiertem Charakter,,
14,zu,41,新奇,xīn qí,"(SV) neuartig, fremdartig; (N) Novität, Neuheit",,
14,zu,42,心思,xīn si,"(N) Ideen, Vorstellungen; Stimmung, Laune",,
14,zu,43,以上,yǐ shàng,"(N) mehr als, darüber hinaus",,
14,zu,44,由此,yóu cǐ,"(VO) hieraus, davon, hierdurch",,
14,zu,45,由此可見,yóu cǐ kě jiàn,"(Idiom) wie man sehen kann, folglich, demnach",,
14,zu,46,粵語,yuè yǔ,(N) Kantonesisch,,
14,zu,47,重男輕女,zhòng nán qīng nǚ,"(Idiom) Männer gelten als schwer, Frauen als leicht",,
14,zu,48,種族歧視,zhǒng zú qí shì,"(N) Rassismus, Fremdenfeindlichkeit",,
14,zu,49,主任,zhǔ rèn,"(N) Direktor, Vorstand, Chef",,
14,zu,50,自在,zì zai,"(SV) zwanglos, ungeniert, gemütlich",,
15,gr,1,奧地利,ào dì lì,(N) Österreich,,
15,gr,2,版本,bǎn běn,"(N) Ausgabe, Edition",,
15,gr,3,變化,biàn huà,"(N) Veränderung, Wechsel",,
15,gr,4,曾經,céng jīng,"(Adv.) früher, damals",,
15,gr,3,成績單,chéng jì dān,"(N) Record of Studies, Leistungsnachweise",,
15,gr,6,充實,chōng shí,"(TV, 1) bereichern, untermauern, erfüllen",,
15,gr,7,大三,dà sān,"(N) 3. Jahr im College: Junior (Abk, für dàxué sān niánjí 大學三年級)",,
15,gr,8,東方,dōng fāng,(N) Osten,,
15,gr,9,發達,fā dá,"(IV) gedeihen, sich entwickeln",,
15,gr,10,乏人問津,fá rén wèn jīn,(Idiom) vollkommen uninteressant scin,,
15,gr,11,符合,fú hé,"(TV, 1) im Einklang stehen mit, in Übereinstimmung sein mit",,
15,gr,12,副修,fù xiū,"(TV, 1) etwas im Nebenfach studieren",,
15,gr,13,貴系,guì xì,(N) „Ihr hochverehrtes Institut“ & guì ist Höflichkeitspräfix,,
15,gr,14,古籍,gǔ jí,(N) klassisches Schrifttum,,
15,gr,15,古人,gǔ rén,(N) die Menschen des Altertums,,
15,gr,16,伙伴,huǒ bàn,"(N) Partner, Kumpel, Kollege",,
15,gr,17,交換,jiāo huàn,"(TV, 1) austauschen, Austausch-",,
15,gr,18,加以,jiā yǐ,"(Konj.) und dazu noch; hinzukommt, dass",,
15,gr,19,機會,jī huì,"(N) Gelegenheit, Möglichkeit, Chance",,
15,gr,20,即使,jí shǐ,"(Konj.) gesetzt den Fall, dass; wenn",,
15,gr,21,記載,jì zǎi,"(IV) niedergeschrieben sein in, verzeichnet sein",,
15,gr,22,連結,lián jié,"(TV, 1) verbinden mit",,
15,gr,23,留學,liú xué,(IV) im Ausland studieren,,
15,gr,24,論語,lún yǔ,"(N) Analekten des Konfuzius, Gespräche des 孔丘 Kǒng Qiū  [-551 bis – 479]",,
15,gr,25,孟子,mèng zǐ,(N) das Buch Menzius des 孟軻 Meng Ke [-370? bis -290],,
15,gr,26,命運,mìng yùn,"(N) Schicksal, Los, Geschick",,
15,gr,27,目標,mù biāo,"(N) Ziel, Zweck",,
15,gr,28,難道,nán dào,(Adv.) wirklich? tatsächlich?,,
15,gr,29,詮釋,quán shì,"(N) Interpretation, Kommentar",,
15,gr,30,如此一來,rú cǐ yì lái,(Idiom) die Konsequenz wäre …, deshalb, deshalb
15,gr,31,如願以償,rú yuàn yǐ cháng,(Idiom) einen langgehegten Wunsch in Erfüllung gehen lassen,,
15,gr,32,申請函,shēn qǐng hán,(N) Bewerbungsschreiben,,
15,gr,33,時代,shí dài,"(N) Zeitalter, Epoche",,
15,gr,34,事業,shì yè,"(N) Sache, Ding, Wesen",,
15,gr,35,收穫,shōu huò,"(TV, 1) Ertrag, Errungenschaft",,
15,gr,36,碩士,shuò shì,"(N) Magister, Master",,
15,gr,37,碩士學位,shuò shì xué wèi,(N) M.A. (als akademischer Grad),,
15,gr,38,四書,sì shū,(N) die vier klassischen Bücher |des Konfuzianismus],,
15,gr,39,未來,wèi lái,(N) Zukunft,,
15,gr,40,溫故知新,wēn gù zhī xīn,(Idiom) durch Studium der Klassik zu neuen Erkenntnissen kommen,,
15,gr,41,文件,wén jiàn,"(N) Unterlagen, Dokumente",,
15,gr,42,小學,xiǎo xué,(N) Grundschule, Etymologie, Etymologie
15,gr,43,心愛,xīn ài,"(SV) geliebt, gemocht; Lieblings-",,
15,gr,44,修改,xiū gǎi,"(TV, 1) abändern, verbessern, korrigieren",,
15,gr,45,學士,xué shì,"(N) Bakkalaureus artium; Bachelor of Arts, B.A. [akademischer Titel]",,
15,gr,46,需求,xū qiú,"(N) Bedarf, Nachfrage",,
15,gr,47,研究所,yán jiū suǒ,(N) Graduate Institute,,
15,gr,48,亞太地區,yǎ tài dì qū,(N) Asiatisch-pazifischer Raum,,
15,gr,49,意義,yì yì,"(N) Sinn, Bedeutung",,
15,gr,50,緣份,yuán fèn,(N) vorherbestimmtes Schicksal,,
15,gr,51,閱讀,yuè dú,"(IV) lesen, lernen",,
15,gr,52,預料,yù liào,"(TV, 1) voraussagen, prophezeien",,
15,gr,53,證明,zhèng míng,"(TV, 1) belegen, beweisen; (N) Beweis",,
15,gr,54,直到,zhí dào,(CV) bis hin zu,,
15,gr,55,直接,zhí jiē,"(SV) direkt, unmittelbar",,
15,gr,56,至於,zhì yú,"(Konj.) betreffs; so weit kommen, dass",,
15,gr,57,作品,zuò pǐn,"(N) Werk [Kunst, Literatur]",,
15,gr,58,作曲,zuò qǔ,(IV) komponieren, (N) Komposition [Studienfach], (N) Komposition [Studienfach]
15,üb,1,必要,bì yào,"(SV) nötig, unabdingbar",,
15,üb,2,分擔,fēn dān,"(TV, 1) mittragen; (N) Aufgabenverteilung",,
15,üb,3,獲益,huò yì,"(IV) nutzbringend, einträglich sein",,
15,üb,4,獲益良多,huò yì liáng duō,"(Idiom) von größtem Nutzen, höchst einträglich",,
15,üb,5,家務,jiā wù,"(N) Haushaltspflichten, Aufgaben zu Hause",,
15,üb,6,良多,liáng duō,"(SV) ungemein viel, reichhaltig",,
15,üb,7,厲害,lì hai,"(SV) schlimm, arg, heftig, nicht zu unterschätzen",,
15,üb,8,品格,pǐn gé,"(N) Persönlichkeit, Stil, Charakter",,
15,üb,9,算起,suàn qǐ,"(IV) zählen ab, gelten ab, wirksam sein ab",,
15,zu,1,備註,bèi zhù,"(N) Vermerk, Aktennotiz",,
15,zu,2,彩色,cǎi sè,"(SV) bunt, farbig",,
15,zu,3,程式,chéng shì,"(N) Form, Modalität; (SV) formell",,
15,zu,4,程式設計,chéng shì shè jì,"(N) Programmdesign, Programmierung",,
15,zu,5,初中,chū zhōng,"(N) Unterstufe des Gymnasiums, Orientierungsstufe, Junior Highschool",,
15,zu,6,寸,cùn,"(N, Met) Maßeinheit chin. Zoll 3,33 cm",,
15,zu,7,高級,gāo jí,"(N) Oberstufe, auf höchster Stufe",,
15,zu,8,公分,gōng fēn,"(N) Zentimeter, cm",,
15,zu,9,公斤,gōng jīn,"(N) Kilogramm, kg",,
15,zu,10,觀測,guān cè,"(TV, 1) beobachten, observieren; (N) Observation",,
15,zu,11,觀測官,guān cè guān,(N) Nachrichtenoffizier,,
15,zu,12,光面,guāng miàn,"(N) glänzende Oberfläche; glänzend, Glanz-",,
15,zu,13,古典,gǔ diǎn,"(N) Klassik, klassisch",,
15,zu,14,簡歷,jiǎn lì,(N) tabellarischer Lebenslauf, C.V, c.v.
15,zu,15,建置,jiàn zhì,"(N) Aufbau, Design",,
15,zu,16,籍貫,jí guà,"(N) Nationalität, Herkunft",,
15,zu,17,技能,jì néng,"(N) technische Fertigkeit, technisches Können",,
15,zu,18,李世民,lǐ shì mín,(N) Li Shimin,,
15,zu,19,履歷,lǚ lì,"(N) Curriculum vitac, Lebenslauf",,
15,zu,20,年限,nián xiàn,(N) Dauer in Jahren,,
15,zu,21,弄 /術,nòng / lòng,"(N) Seitengasse, Nebenstraße [in Adressen]",,
15,zu,22,砲兵,pào bīng,"(N) Kanonier, Artillerist",,
15,zu,23,砲兵少尉預官,pào bīng shào wèi yù guān,(N) Offiziersanwärter für einen Leutnant 2. Grades der Artillerie,,
15,zu,24,簽證,qiān zhèng,"(N) Sichtvermerk, Visum",,
15,zu,25,起迄,qǐ qì,(N) Anfang und Ende,,
15,zu,26,入學,rù xué,"(N) Universitätszulassung, Schulaufnahme",,
15,zu,27,入學申請表,rù xué shēn qǐng biǎo,(N) Antragsformular für die Zulassung zur Immatrikulation,,
15,zu,28,少尉,shào wèi,"(N) Second Lieutenant, Leutnant 2. Grades",,
15,zu,29,少尉預官,shào wèi yù guān,(N) Offiziersanwärter für einen Leutnant 2. Grades,,
15,zu,30,身分,shēn fèn,"(N) Status, Tdentität",,
15,zu,31,身分證,shēn fèn zhèng,(N) Personalausweis,,
15,zu,32,身高,shēn gāo,(N) Körpergröße,,
15,zu,33,申請表,shēn qǐng biǎo,(N) Antragsformular,,
15,zu,34,攝影,shè yǐng,(IV) photographieren,,
15,zu,35,通訊,tōng xùn,"(TV, 1) benachrichtigen",,
15,zu,36,脫帽,tuō mào,(VO) Mütze abnehmen,,
15,zu,37,脫帽照片,tuō mào zhào piàn,(N) Photo ohne Kopfbedeckung,,
15,zu,38,維護,wéi hù,"(TV, 1) schützen, pflegen, schonen, bewahren",,
15,zu,39,相片,xiàng piàn,(N) Photo,,
15,zu,40,姓氏,xìng shì,(N) Familienname,,
15,zu,41,薪水,xīn shuǐ,"(N) Lohn, Gehalt",,
15,zu,42,信箱,xìn xiāng,"(N) Postfach, Briefkasten [Haus, Wohnung]",,
15,zu,43,修業,xiū yè,"(N) Schulbildung, Bildungsabschluss",,
15,zu,44,學歷,xué lì,(N) Bildungsgang,,
15,zu,45,血型,xuè xíng,(N) Blutgruppe,,
15,zu,46,宜蘭,yí lán,"(N) Yilan, Kreisstadt in Nordtaiwan",,
15,zu,47,肄業,yì yè,"(N) Hochschulbesuch, Universitätsstudium",,
15,zu,48,預官,yù guān,"(N) Amtsanwärter, Offiziersanwärter",,
15,zu,49,粘貼,zhān tiē,"(TV, 1) ankleben, aufkleben, [Plakate] anschlagen",,
15,zu,50,職務,zhí wù,"(N) Beruf, Position, Posten, Stellung",,
15,zu,51,專長,zhuān cháng,"(N) Spezialgebiet, Spezialität",,
15,zu,52,助教,zhù jiào,"(N) Assistent, Teaching Assistant",,
15,zu,53,住所,zhù suǒ,"(N) Wohnsitz, Wohnadresse",,
15,zu,54,住宅,zhù zhái,"(N) Wohnung, Adresse",,
16,wi,1,辦年貨,bàn nián huò,(VO) Neujahrseinkäufe erledigen,,
16,wi,2,迪化,dí huà,"(N) Dihua, historischer Name von Ürümqi [烏魯木齊 Wulumuqi], Hauptstadt von 新疆 Xinjiang",,
16,wi,3,迪化街,dí huà jiē,"(N) Dihua Road, bekannte Einkaufs- und Nachtmarktstraße in Taibei",,
16,wi,4,法文,fǎ wén,(N) Französisch,,
16,wi,5,分工,fēn gōng,(VO) Arbeit aufteilen, (N) Arbeitsteilung, (N) Arbeitsteilung
16,wi,6,分配,fēn pèi,"(TV, 1) zuteilen, zuweisen; (N) Distribution",,
16,wi,7,個人,gè rén,"(N) Individuum, Einzelner",,
16,wi,8,觀光客,guān guāng kè,"(N) Tourist, Besucher",,
16,wi,10,家族,jiā zú,"(N) Verwandtschaft, alle Angehörigen",,
16,wi,11,老公,lǎo gōng,(N) Ehemann,,
16,wi,12,累積,lěi jī,"(IV) sich anhäufen, akkumulieren",,
16,wi,13,秒,miǎo,(N) Sekunde,,
16,wi,14,親戚,qīn qi,(N) eigene und angeheiratete Verwandte,,
16,wi,15,確定,què dìng,"(TV, 1) festlegen, entscheiden",,
16,wi,16,任何,rèn hé,"(Pron) wer auch immer, jeder beliebige, irgendwas",,
16,wi,17,同意,tóng yì,"(TV, 1) zustimmen, beipflichten",,
16,wi,18,溫馨,wēn xīn,"(SV) warm, freundlich [Atmosphäre, Stimmung]",,
16,wi,19,正常,zhèng cháng,"(SV) normal, ohne Befund, regulär",,
16,wi,20,重點,zhòng diǎn,"(N) Schwerpunkt, Nachdruck",,
